MOVIES,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,primera_letra
1226,222,49,896,209,1188,38,3
333,4,24,436,1280,1184,92,0
283,255,55,208,933,1461,112,0
1708,289,48,955,1410,1434,106,6
1288,165,55,513,457,1213,180,4
1637,125,51,953,102,1285,21,6
1097,31,51,229,382,1363,56,3
1132,159,48,571,157,1200,40,3
694,8,54,1241,1618,1464,138,2
1053,90,66,546,445,1437,21,3
526,59,58,887,316,1377,52,1
1725,161,54,197,187,1394,41,6
1303,165,55,251,336,1389,56,4
188,33,56,1298,144,1411,56,0
1336,4,51,65,584,1322,56,4
516,73,59,591,171,1148,21,1
203,110,60,518,583,1368,38,0
546,259,55,142,399,1314,56,1
1700,118,59,867,300,1298,26,6
210,121,58,360,663,1261,30,0
748,125,55,1442,643,1327,19,2
202,73,33,66,1290,918,94,0
440,292,49,294,259,549,39,1
1038,121,56,312,145,1344,26,3
91,73,62,24,329,1364,9,0
247,223,63,1384,47,1305,56,0
408,8,40,856,1603,1462,143,1
812,94,46,243,1217,462,83,2
1323,133,46,390,422,1336,26,4
103,125,60,430,550,1374,26,0
407,242,57,84,667,1384,41,1
430,251,48,1097,612,1320,171,1
507,256,44,148,438,1037,40,1
1377,51,43,1612,1465,1419,112,4
681,125,59,387,185,1418,24,2
416,90,54,1047,139,1032,20,1
484,89,55,1358,506,1343,26,1
521,33,37,98,160,1230,39,1
592,118,48,1222,1352,1387,98,1
761,223,51,411,315,975,38,2
1333,3,42,1633,1048,1409,119,4
777,230,51,584,383,1365,56,2
1518,125,63,192,424,1405,40,5
421,265,47,310,812,1441,125,1
1426,4,45,210,235,1271,21,5
1444,133,51,1450,441,1046,26,5
568,168,57,86,548,1388,56,1
510,282,42,871,1519,1445,120,1
1094,118,60,1439,580,1236,26,3
248,62,44,55,747,1444,111,0
1510,291,40,95,828,1346,95,5
1254,21,49,941,1577,1425,118,4
1674,262,59,1057,287,1339,178,6
1129,4,56,1416,217,1273,116,3
1538,81,50,1678,1629,1459,98,5
739,2,24,1659,958,1347,114,2
726,81,51,189,393,150,22,2
864,2,34,1689,946,816,93,2
873,259,43,968,1513,1443,102,2
1286,283,46,365,1010,1422,90,4
713,230,52,626,90,1297,56,2
1406,5,25,1679,1110,1299,105,5
1145,133,59,1484,463,1153,42,3
1036,125,57,1177,1392,1455,124,3
877,165,57,339,1360,1412,102,2
506,123,61,817,619,1045,76,1
1547,126,43,376,97,1334,19,5
1560,135,56,220,40,1300,31,6
41,56,54,477,501,1335,46,0
512,125,53,371,738,1460,115,1
1610,50,29,1677,929,1383,105,6
16,108,44,1058,926,1160,97,0
1360,147,41,1663,916,1371,119,4
1463,73,59,523,234,1287,26,5
1475,253,50,1579,364,1189,21,5
872,250,51,807,1432,1436,141,2
829,241,46,925,1013,1341,93,2
1675,5,30,1191,751,1392,123,6
535,73,57,974,331,1316,21,1
1611,244,41,96,1318,1376,99,6
251,63,26,593,362,1251,39,0
904,150,54,409,538,1197,38,2
1548,136,43,1022,120,1246,26,5
616,44,7,1221,1156,1113,88,1
439,292,49,891,418,703,39,1
634,41,39,107,912,1420,113,1
858,4,50,1074,339,1277,38,2
1060,250,25,916,1707,401,97,3
1534,22,45,46,165,1210,41,5
1329,5,42,1721,1014,1429,110,4
156,39,53,175,379,1224,46,0
293,18,60,588,108,1350,26,0
1504,21,21,161,1307,1073,87,5
1182,233,33,325,753,1386,130,3
1541,86,62,429,448,852,21,5
939,60,35,350,366,1250,56,2
1381,110,43,69,1136,1372,106,4
1500,118,18,1594,1261,120,93,5
1537,61,48,888,302,1201,56,5
1255,159,31,1009,587,18,21,4
1433,35,58,1419,425,1219,56,5
1055,21,39,808,956,1352,103,3
1429,302,46,1585,1337,377,23,5
1311,244,44,512,827,1333,108,4
1130,2,58,978,576,1312,56,3
315,51,43,556,921,1421,111,0
1634,125,52,1302,407,1280,177,6
34,133,28,1335,1033,207,108,0
1375,176,56,124,223,1038,15,4
707,81,43,1158,839,1367,98,2
1137,73,48,1244,23,1330,26,3
441,253,31,560,784,1114,90,1
1643,161,53,261,138,764,41,6
421,96,56,285,1645,1454,80,1
1468,81,49,927,1617,1435,93,5
39,229,26,1107,878,157,85,0
393,4,48,1402,410,1214,170,1
1501,246,42,72,1053,1356,103,5
1393,73,56,1167,137,1222,21,5
640,253,51,511,1148,1406,113,1
776,243,33,253,1223,1319,86,2
1063,29,47,136,1384,1413,103,3
556,54,43,1566,1184,946,91,1
1465,2,37,340,1179,1058,119,5
573,91,61,18,81,1284,167,1
1715,284,46,289,1120,1395,91,6
1185,240,44,994,151,1306,169,3
1385,86,56,882,88,1274,26,5
1421,259,45,242,726,1362,115,5
1399,153,32,1665,1440,1195,94,5
359,159,51,137,386,1053,43,1
986,251,40,1174,444,902,26,3
1015,2,43,972,156,1192,56,3
1201,245,41,355,811,1353,126,3
1227,5,24,1528,1447,572,115,3
1508,219,62,803,666,1253,36,5
557,155,59,1548,178,1328,19,1
1149,73,58,601,706,1149,20,3
1236,59,49,1591,935,1390,91,4
53,253,49,1477,722,1426,97,0
1752,259,44,1500,497,1163,47,6
265,230,39,996,1011,1318,126,0
621,133,52,391,816,1416,111,1
7,139,35,1270,1281,1366,91,0
1657,243,49,1329,525,1177,41,6
1348,51,43,1654,1316,1431,111,4
153,110,53,1003,582,1263,168,0
146,253,53,1422,615,292,66,0
366,118,42,1526,1206,1212,82,1
1631,281,51,1667,1040,1237,104,6
1604,133,50,1569,161,525,26,6
1621,253,40,818,1366,615,97,6
878,259,45,1647,49,981,33,2
918,168,52,64,365,1179,39,2
857,35,40,400,1356,1379,104,2
1052,21,20,195,724,1361,97,3
854,165,44,1163,122,1174,163,2
1235,118,45,1094,477,1138,26,4
1131,118,35,1264,892,1397,98,3
1039,2,52,81,84,1164,56,3
1222,231,50,1607,1359,1321,124,3
596,222,61,281,611,1217,54,1
1099,81,49,1635,1690,1452,94,3
1376,33,34,151,805,1324,91,4
175,253,41,1470,836,1234,103,0
673,14,36,305,928,1309,96,2
82,20,29,595,834,1119,82,0
952,65,41,903,1497,1317,145,3
553,125,49,42,1596,1424,94,1
1256,110,54,217,453,1182,39,4
934,118,48,746,247,1061,26,2
867,5,28,364,1265,1378,109,2
411,29,46,997,1031,1218,128,1
832,86,54,78,286,1000,20,2
429,130,50,67,1146,1410,100,1
1305,242,33,59,877,1275,94,4
1488,246,38,43,725,1325,91,5
1572,81,53,156,1050,1403,97,6
1703,222,52,1398,512,930,21,6
639,21,37,684,1355,1036,112,1
528,168,44,555,250,500,41,1
887,176,69,537,502,1396,183,2
1453,21,46,306,858,1047,102,5
1279,165,44,625,283,1029,52,4
1528,125,54,80,710,1187,46,5
1028,261,51,13,1294,667,120,3
1312,183,34,1390,340,532,159,4
902,118,53,79,531,1185,26,2
947,76,50,1028,707,1013,21,3
129,73,54,89,632,1207,21,0
816,242,36,970,1611,1323,83,2
155,66,38,496,1084,1380,109,0
874,50,52,106,539,1342,41,2
545,77,51,83,196,1156,26,1
1434,118,63,984,327,1373,26,5
1496,125,58,754,621,942,26,5
1176,73,56,452,698,1124,22,3
1641,165,55,105,636,1122,179,6
1167,44,28,1334,769,1393,101,3
1040,259,13,431,773,1105,110,3
1027,253,51,1249,1079,1348,116,3
844,87,21,1073,258,196,21,2
658,74,54,1197,447,866,21,1
250,174,37,1049,768,1296,96,0
193,153,44,840,1335,1326,97,0
1471,76,53,342,239,919,20,5
586,125,48,41,712,1157,103,1
111,242,41,396,1393,14,110,0
1221,125,42,1691,774,1269,106,3
1107,77,52,1694,395,1167,22,3
1072,10,38,1204,1474,1355,114,3
368,47,59,553,419,972,56,1
868,222,39,1286,1422,1022,107,2
504,165,62,1704,141,997,56,1
680,259,44,316,1289,1243,97,2
374,76,43,1440,665,903,41,1
831,35,33,152,1573,1228,90,2
1034,21,41,1015,1344,1349,114,3
1718,222,50,1489,474,928,56,6
890,126,45,521,363,755,21,2
1403,118,42,1674,638,686,24,5
54,226,34,1701,1444,853,90,0
1367,125,51,1000,293,1183,26,4
775,163,41,109,895,1351,132,2
449,242,39,274,855,1232,112,1
699,243,39,441,1621,1295,101,2
335,254,42,507,265,1223,181,0
1577,13,30,1543,1216,1259,97,6
1533,125,45,1583,370,1205,26,5
1159,190,56,179,191,1302,155,3
373,3,38,1215,1237,1181,102,1
11,235,35,789,1564,1151,116,0
144,125,51,1157,517,862,22,0
1694,264,53,314,537,1130,19,6
468,146,41,1216,868,1281,85,1
538,26,38,353,959,1369,93,1
186,165,44,1606,285,1003,46,0
1487,133,48,296,676,1111,26,5
428,230,38,91,1319,1301,93,1
1747,251,58,1478,604,516,66,6
1445,126,39,454,957,1081,105,5
292,28,60,577,620,821,76,0
982,173,43,1430,678,887,38,3
1150,109,49,825,884,1337,114,3
417,261,53,130,853,1358,132,1
1160,118,49,701,397,1286,19,3
1462,35,34,448,1476,1108,100,5
1710,118,46,40,103,989,19,6
1087,125,56,776,549,1267,20,3
313,195,52,881,1624,1070,99,0
730,230,41,381,613,1044,56,2
485,292,41,638,581,227,21,1
758,4,66,1608,711,934,46,2
409,55,41,1372,1231,1270,101,1
988,165,38,1154,1022,1304,109,3
433,127,54,373,420,1238,56,1
684,242,35,497,896,1265,90,2
606,34,46,1065,1545,1256,82,1
472,118,37,1724,1473,1262,78,1
33,253,33,1253,1343,886,106,0
996,224,30,971,900,766,96,3
928,21,49,328,654,1133,39,2
1384,168,62,636,374,1266,86,4
196,253,28,1141,975,888,101,0
638,21,38,1021,758,1359,105,1
1069,159,61,620,602,1178,46,3
350,222,44,82,83,1079,46,1
875,21,40,1563,798,1399,105,2
65,126,27,257,140,998,26,0
737,147,63,721,181,1340,19,2
513,230,46,829,405,1191,40,1
524,231,47,407,925,1398,86,1
330,20,42,485,1128,1142,83,0
1207,125,50,362,107,1204,56,3
1357,126,67,892,276,938,86,4
273,292,41,733,568,688,37,0
1148,21,52,282,227,1116,182,3
997,133,51,374,68,1140,21,3
1750,38,58,1207,115,851,61,6
811,161,50,559,439,931,56,2
693,165,42,1020,430,828,174,2
1424,76,59,1305,71,1115,21,5
1574,76,48,975,347,1120,21,6
1192,73,59,1616,304,961,19,3
970,251,29,1656,1304,1172,92,3
960,169,53,529,427,1033,56,3
362,21,41,248,864,1028,95,1
509,259,62,186,714,1231,45,1
520,73,56,35,471,1144,22,1
1415,75,31,348,664,514,20,5
67,56,51,1272,564,1026,48,0
571,24,53,1261,415,586,56,1
36,10,45,1486,1106,1221,112,0
1670,86,52,283,693,763,21,6
367,165,54,139,1517,1241,114,1
1292,3,32,567,849,1101,90,4
949,73,47,1359,642,467,9,3
207,190,48,1006,1116,1225,79,0
1050,125,38,596,57,1229,26,3
834,81,40,873,1630,1375,91,2
1597,91,61,473,1523,633,134,6
291,255,48,412,661,1198,164,0
1736,272,56,564,414,741,66,6
642,21,43,1552,778,1345,128,1
665,127,58,792,346,1096,56,1
1233,165,35,528,1588,1150,103,4
1173,74,58,1035,672,993,22,3
1531,170,41,1720,555,1106,51,5
1671,73,51,1025,694,982,26,6
1677,73,42,663,163,494,21,6
910,164,41,368,1371,1220,74,2
390,253,57,1717,617,904,71,1
332,159,48,377,194,559,116,0
1521,2,49,442,236,641,23,5
1612,239,41,1475,1586,1094,111,6
1620,153,53,302,30,703,71,6
240,81,34,144,1718,788,101,0
323,118,56,1076,461,970,17,0
1717,222,45,500,60,973,22,6
1272,112,44,599,923,798,95,4
1074,125,50,51,1060,1242,114,3
597,112,54,1345,460,996,48,1
971,127,60,1396,73,954,26,3
1380,63,45,269,1507,1381,125,4
1280,4,46,478,588,607,41,4
126,253,43,918,1687,933,135,0
1432,168,51,580,113,1011,36,5
1616,110,30,345,1133,1310,113,6
298,133,51,1001,398,1099,36,0
1214,133,29,1610,1315,849,89,3
609,111,42,414,1016,1208,84,1
191,81,21,1497,810,1311,84,0
1659,292,44,346,201,573,56,6
147,168,39,1458,128,878,140,0
966,125,31,1466,1051,518,106,3
1473,51,32,155,913,1249,93,5
1098,153,28,273,1219,1075,101,3
601,159,57,1179,373,1194,52,1
1014,30,10,320,1063,1097,86,3
1430,118,28,631,1567,1109,90,5
1461,284,23,238,1566,1170,80,5
1275,192,41,1002,1568,556,84,4
69,50,40,1573,1548,1289,84,0
1219,82,48,1263,1705,1402,60,3
1307,301,46,1276,284,617,39,4
222,92,52,404,66,1131,172,0
1711,73,56,36,680,840,20,6
514,259,48,1686,450,782,66,1
26,21,37,234,981,1313,105,0
459,76,44,959,221,951,21,1
312,278,41,1672,932,1141,83,0
1243,26,20,447,822,758,87,4
1340,231,37,592,174,971,21,4
653,168,30,1540,1374,1077,89,1
763,118,53,1426,480,1054,20,2
1425,77,56,182,472,1015,21,5
106,176,31,427,847,745,86,0
1138,118,44,679,367,1078,26,3
471,250,36,438,310,1066,56,1
1582,76,47,443,1722,1152,91,6
1625,284,19,1494,1725,941,136,6
862,87,57,1115,314,1118,17,2
1681,74,49,300,375,734,14,6
929,4,37,333,1594,1203,92,2
172,222,41,551,835,856,88,0
750,176,61,694,172,1155,46,2
1480,112,48,676,772,1190,131,5
1378,159,53,250,387,850,46,4
703,73,55,1381,230,945,19,2
560,147,60,648,1623,1129,56,1
1,137,30,50,1409,841,94,0
270,259,42,357,1341,1331,103,0
44,253,33,363,641,921,56,0
731,118,37,1622,50,833,26,2
301,253,50,964,85,1127,86,0
1590,84,40,1029,1025,1290,111,6
1593,73,47,1642,863,457,150,6
436,21,41,685,826,1215,106,1
219,248,34,563,1382,844,93,0
288,165,58,1070,781,1255,126,0
1066,253,45,770,493,786,26,3
1290,58,58,370,127,927,66,4
1645,118,46,1332,105,1186,23,6
1026,222,32,1599,777,522,102,3
278,73,46,1311,650,608,20,0
27,112,53,1469,1005,1279,116,0
1704,176,61,1138,380,780,46,6
1370,190,51,1401,659,1244,158,4
143,133,39,492,885,1180,95,0
1181,217,57,1088,708,983,21,3
482,1,30,408,1081,1276,86,1
830,284,27,288,756,1031,100,2
945,175,29,206,1132,1247,92,3
1180,230,27,359,1434,1136,92,3
825,103,42,1382,624,1043,20,2
1557,193,48,535,871,1294,93,5
1273,146,39,1051,1608,1239,98,4
517,308,51,1135,330,907,56,1
1058,118,44,1354,1612,1283,66,3
1714,103,58,516,478,683,23,6
51,112,45,1468,762,1173,107,0
802,133,37,1119,974,1143,81,2
938,230,34,380,431,857,21,2
1400,168,48,785,435,187,21,5
1491,243,24,872,1524,1171,76,5
1306,114,42,995,1069,881,114,4
377,26,38,322,1028,1052,88,1
578,165,52,483,635,790,45,1
913,194,35,713,652,1166,161,2
1326,259,31,268,1052,619,88,4
1613,168,41,1098,385,660,24,6
1454,253,54,1476,514,1088,56,5
847,14,27,1582,1303,1132,84,2
561,147,60,258,1623,1091,56,1
1134,190,57,39,467,1060,56,3
1153,130,52,23,200,664,58,3
1505,36,40,33,1515,1202,105,5
1054,24,33,1043,936,1198,85,3
1241,73,42,199,456,430,22,4
476,165,35,1256,1386,1134,102,1
1342,73,56,1033,401,1146,22,4
148,254,54,470,521,908,56,0
624,176,54,760,1159,580,69,1
652,242,42,237,783,1104,90,1
1685,291,57,399,322,492,56,6
879,183,54,224,627,1248,165,2
577,11,51,775,437,376,48,1
911,224,42,742,670,598,26,2
1526,231,51,279,529,1145,38,5
738,236,55,1449,39,785,41,2
1341,127,47,426,927,1303,112,4
1740,4,38,1089,1157,892,119,6
741,81,32,1542,1446,810,81,2
1007,181,66,1225,1613,1264,79,3
1524,21,22,1456,1129,1090,92,5
343,75,48,1078,268,900,22,1
883,64,47,1675,1279,1135,94,2
1420,308,21,831,1390,965,85,5
1205,133,37,1168,1138,1338,86,3
656,284,33,75,1239,725,82,1
2,133,34,1696,1487,1020,102,0
810,253,49,1589,518,613,66,2
515,35,31,681,976,545,106,1
137,15,49,855,1557,1093,151,0
192,86,21,317,563,530,9,0
1630,230,47,1040,540,1144,41,6
195,190,45,503,1703,1226,88,0
113,177,50,539,267,819,21,0
1175,253,54,969,317,563,26,3
1638,133,33,1406,1402,888,121,6
72,190,44,1488,1492,1193,87,0
696,292,64,1388,158,1062,36,2
1284,112,44,618,1255,1076,106,4
554,253,49,1183,749,1176,76,1
1564,81,47,1507,403,129,21,6
1043,76,48,446,245,1087,21,3
451,253,22,1140,1635,778,116,1
536,5,40,37,1489,1112,104,1
279,81,43,402,1452,423,86,0
1266,259,46,506,281,718,56,4
723,133,42,114,1227,1268,88,2
1021,259,51,1581,429,905,46,3
814,153,49,401,282,796,56,2
1197,73,56,1414,305,1092,19,3
1721,168,44,1564,653,847,56,6
105,176,33,538,846,1040,90,0
1216,125,27,185,1350,1008,93,3
1135,251,23,193,945,655,81,3
1563,86,61,418,628,1041,21,6
1642,222,47,287,1246,1147,101,6
1212,125,34,1176,861,436,91,3
1249,142,59,27,255,490,66,4
1299,222,40,1252,1183,759,126,4
401,4,45,1240,216,1110,41,1
380,118,38,1231,807,772,84,1
855,133,64,1538,449,1240,26,2
835,125,58,1680,436,957,36,2
320,118,54,14,271,808,23,0
1124,15,27,1455,1443,1278,149,3
1009,147,39,63,1421,1206,92,3
1242,73,48,394,485,179,21,4
1624,244,28,482,1380,472,113,6
300,81,60,621,344,408,21,0
1712,204,63,313,195,1019,46,6
573,231,54,457,703,817,26,1
102,73,53,28,577,1175,23,0
107,176,29,428,843,595,82,0
1554,244,32,1224,1353,730,93,5
1581,74,48,181,143,1027,19,6
204,176,50,1055,1711,1209,106,0
558,155,33,1673,1233,1168,86,1
1655,77,45,1323,106,478,21,6
81,308,34,140,1565,1056,116,0
1191,73,39,838,246,773,21,3
1401,118,50,1144,335,765,21,5
920,202,53,806,1653,1001,102,2
1289,165,58,1236,464,799,56,4
1147,176,57,798,87,515,46,3
92,165,46,1634,36,562,41,0
715,176,38,671,0,115,21,2
1234,222,45,824,394,738,111,4
395,87,44,949,46,265,19,1
1297,61,59,1325,27,874,184,4
452,73,52,966,1552,1117,72,1
122,164,39,321,1491,701,142,0
1523,86,50,923,298,756,21,5
1293,168,49,1351,52,703,21,4
580,253,55,93,353,631,31,1
1551,118,29,917,742,962,77,5
993,76,49,561,705,551,20,3
541,248,40,211,43,691,49,1
131,61,39,628,1367,858,88,0
1228,259,48,490,219,831,48,3
1626,230,39,297,69,913,56,6
575,86,47,159,569,673,22,1
1102,165,50,437,556,634,39,3
369,17,53,1149,400,550,71,1
1646,125,28,271,1306,865,61,6
1607,118,50,623,323,637,21,6
547,281,40,1080,166,809,21,1
346,77,48,1061,630,658,20,1
1546,234,33,1156,1427,326,106,5
1271,3,35,1364,894,986,88,4
83,165,41,1027,699,568,56,0
160,49,2,347,1118,814,84,0
1295,3,28,87,893,936,106,4
1536,168,49,1657,503,709,37,5
893,176,58,883,1672,1233,86,2
1363,81,56,1481,150,430,22,4
664,152,53,375,291,405,86,1
628,118,27,1604,486,630,21,1
1650,143,14,481,1354,777,73,6
149,125,47,464,1242,421,96,0
611,21,39,1709,1182,931,77,1
842,111,43,1464,775,1293,101,2
168,222,34,405,1137,827,117,0
445,160,39,1605,829,893,83,1
314,249,43,1032,1286,1064,102,0
1165,133,56,5,396,640,26,3
1338,142,55,1629,392,652,31,4
169,81,47,570,176,626,20,0
295,142,60,875,697,602,41,0
42,81,44,1660,1719,1126,82,0
239,305,53,1037,1376,1095,13,0
1347,271,40,290,1377,1103,94,4
66,222,35,476,1300,399,86,0
8,137,29,781,1313,963,81,0
959,308,28,330,902,753,89,3
645,258,48,108,1038,37,125,1
588,125,52,133,668,782,40,1
605,133,47,654,971,911,91,1
670,13,27,1482,1039,662,96,1
454,73,55,389,1553,1072,106,1
68,14,45,154,1576,1139,104,0
1298,13,42,1114,535,668,26,4
463,45,30,298,671,1055,42,1
1046,118,30,453,1107,546,84,3
1653,165,39,171,131,834,48,6
849,253,55,475,455,804,41,2
388,115,45,1014,1165,1063,119,1
705,118,15,434,1225,384,90,2
1619,153,53,1636,273,883,56,6
1409,168,55,1104,303,836,91,5
581,222,25,1300,534,859,46,1
533,125,29,709,776,455,108,1
379,165,42,1324,1057,744,106,1
876,244,29,445,968,1159,80,2
1334,114,45,1425,1570,721,98,4
1660,81,32,1632,1387,808,81,6
127,73,52,194,446,980,21,0
1440,87,25,349,883,565,85,5
1436,190,47,868,326,999,147,5
376,118,49,1105,760,1137,129,1
749,153,50,1512,520,832,56,2
1356,125,59,1693,690,587,61,4
1540,176,66,876,182,1260,175,5
201,202,55,1690,677,497,21,0
1261,27,31,682,124,122,40,4
274,242,32,510,290,880,28,0
1627,75,39,977,547,627,22,6
1086,222,55,598,1125,895,115,3
1114,196,51,100,1205,976,85,3
1111,60,43,141,149,716,36,3
1042,291,21,1645,1520,509,83,3
117,86,57,939,80,959,13,0
321,218,29,897,1292,93,35,0
1395,176,62,1129,231,309,59,5
402,111,34,225,1575,1017,100,1
77,114,30,708,905,668,86,0
1121,73,50,1352,696,266,21,3
1733,165,36,508,168,747,56,6
1258,125,39,764,34,406,26,4
537,292,34,878,147,710,34,1
218,284,24,308,1585,649,78,0
991,176,51,931,186,1005,36,3
1136,176,58,542,1464,924,104,3
1580,35,47,90,1595,949,133,6
372,4,34,196,1469,768,106,1
1247,281,23,1655,1322,692,97,4
1651,78,47,479,704,916,20,6
444,308,22,920,720,561,86,1
1108,75,45,1619,432,446,21,3
1599,73,50,1139,1546,1024,115,6
1588,73,51,162,348,789,21,6
1485,185,59,1491,232,897,56,5
907,145,49,505,121,926,56,2
846,73,49,1646,599,943,23,2
981,26,34,1559,1185,890,93,3
1734,259,30,1640,1449,884,115,6
643,222,43,1303,1082,638,85,1
718,15,35,1445,1358,985,91,2
466,125,34,692,888,910,90,1
821,94,39,853,655,610,21,2
399,104,50,613,361,582,2,1
3,139,34,1652,752,1196,88,0
1730,194,50,1681,516,742,56,6
548,94,54,1723,649,469,21,1
1139,21,59,1117,162,629,41,3
1735,168,59,1531,292,297,31,6
1742,11,29,1092,1485,1252,108,6
799,133,33,1557,973,1098,100,2
668,232,51,1452,275,553,66,1
1095,125,49,914,647,424,39,3
1337,142,47,468,519,585,56,4
294,121,40,976,1549,1169,96,0
1542,259,40,812,922,708,107,5
1723,0,34,901,757,901,106,6
1663,268,35,351,1365,733,98,6
1285,117,45,1471,737,1035,119,4
702,194,47,801,560,674,162,2
1310,300,50,1208,62,535,31,4
1668,151,47,861,543,301,36,6
1519,28,30,1556,989,964,88,5
1359,253,43,1147,1131,654,125,4
1252,124,33,837,917,1039,85,4
97,153,47,1122,318,722,43,0
1658,73,55,946,545,443,22,6
23,153,50,1165,337,315,21,0
134,48,50,489,634,476,41,0
123,46,55,1377,688,643,56,0
1164,40,41,233,1599,882,128,3
926,80,46,627,754,838,81,2
542,21,21,1432,1152,460,86,1
954,278,43,550,716,537,110,3
531,206,51,691,852,978,75,1
1308,299,51,1251,483,594,32,4
1143,149,50,301,242,492,56,3
189,75,41,1223,1715,969,70,0
826,21,34,1472,791,960,94,2
1600,89,52,973,701,784,21,6
747,210,57,1071,490,899,176,2
353,121,47,219,104,699,46,1
1608,253,55,608,423,434,66,6
419,222,40,295,869,935,105,1
785,222,34,53,782,952,110,2
426,102,58,630,41,597,5,1
599,26,20,47,1224,889,94,1
660,26,38,1565,1600,824,103,1
112,115,41,48,841,977,96,0
898,222,48,908,319,224,26,2
1647,125,57,991,625,854,20,6
133,21,39,88,1117,635,123,0
815,125,56,1643,1401,678,94,2
969,73,47,1389,35,305,19,3
161,180,41,572,622,797,21,0
335,159,44,335,914,690,101,0
90,228,38,1030,1114,956,86,0
249,142,48,1189,358,234,61,0
453,73,54,898,1551,1082,91,1
931,168,42,780,1478,846,95,2
1575,74,45,1367,67,622,20,6
598,113,45,292,1426,1059,93,1
1669,72,50,1722,481,98,21,6
1539,103,45,1212,1629,1162,6,5
75,176,60,222,533,953,41,0
568,15,23,1393,1490,1235,126,1
93,222,43,1550,1462,912,115,0
1529,292,39,1235,190,268,21,5
470,118,53,1454,211,295,56,1
1112,176,54,1180,270,474,21,3
1152,125,29,111,734,950,122,3
95,231,48,1473,388,422,66,0
804,253,28,1283,1188,875,87,2
1640,153,51,1292,349,366,31,6
916,165,53,1066,226,922,55,2
1594,76,51,1192,1547,701,116,6
489,186,45,1509,962,906,93,1
78,288,52,284,350,458,26,0
706,93,55,1598,489,621,19,2
344,175,38,278,887,44,101,1
272,81,54,1383,657,172,21,0
397,83,33,579,881,351,57,1
759,133,59,20,689,651,56,2
567,251,40,1019,116,379,21,1
933,176,59,1155,1158,891,109,2
1309,301,39,1196,484,534,29,4
1494,276,29,1357,567,659,34,5
687,118,34,813,803,937,88,2
1746,133,59,227,203,843,56,6
757,222,50,1031,1686,845,116,2
1423,76,49,688,511,317,21,5
962,127,54,751,274,565,31,3
755,176,48,729,135,726,66,2
1113,159,47,286,494,8,21,3
953,82,47,25,1721,974,96,3
861,111,36,839,1171,700,102,2
1678,73,36,104,1651,1049,85,6
619,222,35,1166,1256,484,92,1
585,14,44,1587,972,1128,113,1
448,130,48,239,1042,1154,105,1
768,3,36,1403,838,493,90,2
1263,253,30,1309,904,724,96,4
209,222,34,531,1201,1006,86,0
1661,253,56,1524,683,412,41,6
198,258,35,393,1453,879,92,0
649,118,30,1590,1597,743,98,1
1672,79,46,1498,656,622,21,6
1726,87,46,1411,532,280,5,6
1296,3,25,386,1257,846,88,4
221,253,23,1611,1273,740,76,0
1101,309,43,110,1015,547,91,3
958,251,54,794,114,281,31,3
669,52,58,1580,31,1009,76,1
728,202,55,922,351,987,152,2
